index,brand,model,chipset,vram,core_clock,boost_clock,color,length,price
404,Asus,HD7770-2GD5,"Radeon HD 7770","{'total': 2000000000}","{'cycles': 1020000000}",NULL,"Black / Red",210,NULL
405,Asus,HD7770-DC-1GD5,"Radeon HD 7770","{'total': 1000000000}","{'cycles': 1020000000}",NULL,"Black / Red",226,NULL
406,Asus,HD7770-DC-1GD5-V2,"Radeon HD 7770","{'total': 1000000000}","{'cycles': 1020000000}",NULL,"Black / Red",236,NULL
407,Asus,HD7770-DCT-1GD5,"Radeon HD 7770 GHz Edition","{'total': 1000000000}","{'cycles': 1120000000}",NULL,"Black / Red",236,NULL
408,Asus,HD7790-DC2OC-1GD5,"Radeon HD 7790","{'total': 1000000000}","{'cycles': 1075000000}",NULL,"Black / Red",216,NULL
409,Asus,HD7790-DC2OC-2GD5,"Radeon HD 7790","{'total': 2000000000}","{'cycles': 1075000000}",NULL,"Black / Red",215,NULL
410,Asus,HD7850-DC-1GD5,"Radeon HD 7850","{'total': 1000000000}","{'cycles': 860000000}",NULL,"Black / Red",248,NULL
411,Asus,HD7850-DC2-2GD5,"Radeon HD 7850","{'total': 2000000000}","{'cycles': 870000000}",NULL,"Black / Red",259,NULL
412,Asus,HD7850-DC2-2GD5-V2,"Radeon HD 7850","{'total': 2000000000}","{'cycles': 860000000}",NULL,"Black / Red",NULL,NULL
413,Asus,HD7850-DC2T-2GD5-V2,"Radeon HD 7850","{'total': 2000000000}","{'cycles': 1000000000}",NULL,"Black / Red",274,NULL
414,Asus,HD7870-DC2-2GD5,"Radeon HD 7870","{'total': 2000000000}","{'cycles': 1010000000}",NULL,"Black / Red",264,NULL
415,Asus,HD7870-DC2-2GD5-V2,"Radeon HD 7870 GHz Edition","{'total': 2000000000}","{'cycles': 1000000000}",NULL,"Black / Red",265,NULL
416,Asus,HD7870-DC2TG-2GD5-V2,"Radeon HD 7870 GHz Edition","{'total': 2000000000}","{'cycles': 1100000000}",NULL,"Black / Red",265,NULL
417,Asus,HD7950-3GD5,"Radeon HD 7950","{'total': 3000000000}","{'cycles': 800000000}",NULL,"Black / Red",269,NULL
418,Asus,HD7950-DC2-3GD5,"Radeon HD 7950","{'total': 3000000000}","{'cycles': 800000000}",NULL,"Black / Red",299,NULL
419,Asus,HD7950-DC2-3GD5-V2,"Radeon HD 7950","{'total': 3000000000}","{'cycles': 800000000}",NULL,"Black / Red",279,NULL
420,Asus,HD7950-DC2T-3GD5,"Radeon HD 7950","{'total': 3000000000}","{'cycles': 900000000}",NULL,"Black / Red",299,NULL
421,Asus,HD7970-3GD5-3DI2S,"Radeon HD 7970","{'total': 3000000000}","{'cycles': 925000000}",NULL,"Black / Red",276,NULL
422,Asus,HD7970-DC2-3GD5,"Radeon HD 7970","{'total': 3000000000}","{'cycles': 925000000}",NULL,"Black / Red",279,NULL
423,Asus,HD7970-DC2T-3GD5,"Radeon HD 7970","{'total': 3000000000}","{'cycles': 1000000000}",NULL,"Black / Red",279,NULL
424,Asus,"MARS II/2DIS/3GD5","GeForce GTX 580 X2","{'total': 3000000000}","{'cycles': 782000000}",NULL,NULL,330,NULL
425,Asus,MATRIX,"GeForce GTX 780 Ti","{'total': 3000000000}","{'cycles': 1006000000}","{'cycles': 1072000000}","Black / Red",297,NULL
426,Asus,MATRIX,"Radeon R9 290X","{'total': 4000000000}","{'cycles': 1050000000}",NULL,"Black / Red",297,NULL
427,Asus,MATRIX,"GeForce RTX 2080 Ti","{'total': 11000000000}","{'cycles': 1350000000}","{'cycles': 1815000000}","Black / Silver",310,NULL
428,Asus,MATRIX,"Radeon R9 280X","{'total': 3000000000}","{'cycles': 1100000000}",NULL,"Black / Red",284,NULL
429,Asus,"MATRIX GTX580 P/2DIS/1536MD5","GeForce GTX 580","{'total': 1500000000}","{'cycles': 816000000}",NULL,NULL,292,NULL
430,Asus,MATRIX-GTX980-P-4GD5,"GeForce GTX 980","{'total': 4000000000}","{'cycles': 1241000000}","{'cycles': 1342000000}","Black / Red",297,NULL
431,Asus,MATRIX-GTX980TI-P-6GD5-GAMING,"GeForce GTX 980 Ti","{'total': 6000000000}","{'cycles': 1317000000}","{'cycles': 1216000000}","Black / Orange",296,NULL
432,Asus,MATRIX-HD7970-P-3GD5,"Radeon HD 7970 GHz Edition","{'total': 3000000000}","{'cycles': 1050000000}",NULL,"Black / Red",279,NULL
433,Asus,MINI-GTX950-2G,"GeForce GTX 950 75W","{'total': 2000000000}","{'cycles': 1026000000}","{'cycles': 1228000000}","Red / Black",172,NULL
434,Asus,POSEIDON,"GeForce GTX 1080 Ti","{'total': 11000000000}","{'cycles': 1620000000}","{'cycles': 1733000000}",Black,298,NULL
435,Asus,POSEIDON-GTX980TI-P-6GD5,"GeForce GTX 980 Ti","{'total': 6000000000}","{'cycles': 1114000000}","{'cycles': 1203000000}","Black / Red",287,NULL
436,Asus,Phoenix,"GeForce GTX 1660 Ti","{'total': 6000000000}","{'cycles': 1500000000}","{'cycles': 1800000000}","Black / White",174,NULL
437,Asus,Phoenix,"GeForce GTX 1050 Ti","{'total': 4000000000}","{'cycles': 1290000000}","{'cycles': 1392000000}","Black / White",192,NULL
438,Asus,Phoenix,"GeForce GTX 1650 SUPER","{'total': 4000000000}","{'cycles': 1530000000}","{'cycles': 1755000000}","Black / White",174,NULL
439,Asus,"Phoenix Fan","GeForce GTX 1660","{'total': 6000000000}","{'cycles': 1530000000}","{'cycles': 1815000000}","Black / White",174,NULL
440,Asus,"Phoenix Fan","GeForce GTX 1060 3GB","{'total': 3000000000}","{'cycles': 1506000000}","{'cycles': 1708000000}","Black / White",183,NULL
441,Asus,"Phoenix Fan","Radeon RX 550 - 640","{'total': 4000000000}","{'cycles': 1071000000}",NULL,Black,192,NULL
442,Asus,"Phoenix Fan","GeForce RTX 2060","{'total': 6000000000}","{'cycles': 1365000000}","{'cycles': 1710000000}","Black / White",177,NULL
443,Asus,"Phoenix Fan","GeForce GTX 1060 6GB","{'total': 6000000000}","{'cycles': 1506000000}","{'cycles': 1708000000}","Black / White",182.88,NULL
444,Asus,"Phoenix Fan OC","GeForce GT 1030","{'total': 2000000000}","{'cycles': 1278000000}","{'cycles': 1531000000}","Black / Blue",184,NULL
445,Asus,"Phoenix OC","GeForce GTX 1650","{'total': 4000000000}","{'cycles': 1485000000}","{'cycles': 1710000000}",Black,190,NULL
446,Asus,"Phoenix OC","GeForce GTX 1660 SUPER","{'total': 6000000000}","{'cycles': 1530000000}","{'cycles': 1830000000}","Black / White",174,NULL
447,Asus,"Phoenix OC","GeForce GTX 1660 Ti","{'total': 6000000000}","{'cycles': 1500000000}","{'cycles': 1815000000}","Black / White",174,NULL
448,Asus,"Phoenix OC","GeForce GTX 1650 SUPER","{'total': 4000000000}","{'cycles': 1530000000}","{'cycles': 1770000000}","Black / White",173.99,NULL
449,Asus,"Phoenix OC","GeForce GTX 1660","{'total': 6000000000}","{'cycles': 1530000000}","{'cycles': 1830000000}","Black / White",174,NULL
450,Asus,Platinum,"GeForce GTX 780 Ti","{'total': 3000000000}","{'cycles': 1006000000}","{'cycles': 1072000000}","Black / Red",297,NULL
451,Asus,"Poseidon Platinum","GeForce GTX 980","{'total': 4000000000}","{'cycles': 1178000000}","{'cycles': 1279000000}","Black / Red",287,NULL
452,Asus,R5230-SL-1GD3-L,"Radeon R5 230","{'total': 1000000000}","{'cycles': 625000000}",NULL,"Black / Red",168,NULL
453,Asus,R5230-SL-2GD3-L,"Radeon R5 230","{'total': 2000000000}","{'cycles': 650000000}",NULL,"Black / Red",168,NULL
454,Asus,R7240-2GD3-L,"Radeon R7 240","{'total': 2000000000}","{'cycles': 730000000}",NULL,"Black / Red",159,NULL
455,Asus,R7250-1GD5,"Radeon R7 250","{'total': 1000000000}","{'cycles': 1000000000}",NULL,"Black / Red",160,NULL
456,Asus,R7250-2GD5,"Radeon R7 250","{'total': 2000000000}","{'cycles': 725000000}","{'cycles': 925000000}","Black / Red",168,NULL
457,Asus,R7250X-1GD5,"Radeon R7 250X","{'total': 1000000000}","{'cycles': 1000000000}",NULL,"Black / Red",191,NULL
458,Asus,R7250X-2GD5,"Radeon R7 250X","{'total': 2000000000}","{'cycles': 1020000000}",NULL,"Black / Red",211,NULL
459,Asus,R7260X-OC-2GD5,"Radeon R7 260X","{'total': 2000000000}","{'cycles': 1075000000}",NULL,"Black / Red",220,NULL
460,Asus,R7265-DC2-2GD5,"Radeon R7 265","{'total': 2000000000}","{'cycles': 900000000}","{'cycles': 925000000}","Black / Red",233,NULL
461,Asus,R7360-OC-2GD5,"Radeon R7 360","{'total': 2000000000}","{'cycles': 1070000000}",NULL,"Black / Red",220,NULL
462,Asus,R7360-OC-2GD5-V2,"Radeon R7 360","{'total': 2000000000}","{'cycles': 1070000000}","{'cycles': 1090000000}","Black / Red",220,NULL
463,Asus,R9290-4GD5,"Radeon R9 290","{'total': 4000000000}","{'cycles': 947000000}",NULL,"Black / Red",276,NULL
464,Asus,R9290X-4GD5,"Radeon R9 290X","{'total': 4000000000}","{'cycles': 1000000000}",NULL,"Black / Red",276,NULL
465,Asus,R9290X-G-4GD5,"Radeon R9 290X","{'total': 4000000000}","{'cycles': 772000000}","{'cycles': 1000000000}","Black / Red",276,NULL
466,Asus,R9295X2-8GD5,"Radeon R9 295X2","{'total': 8000000000}","{'cycles': 1018000000}",NULL,"Black / Silver",308,NULL
467,Asus,R9390-DC2-8GD5,"Radeon R9 390","{'total': 8000000000}","{'cycles': 1000000000}",NULL,"Black / Red",287,NULL
468,Asus,R9390X-DC2-8GD5,"Radeon R9 390X","{'total': 8000000000}","{'cycles': 1050000000}",NULL,"Black / Red",287,NULL
469,Asus,R9FURYX-4G,"Radeon R9 Fury X","{'total': 4000000000}","{'cycles': 1050000000}",NULL,"Black / Red",195,NULL
470,Asus,R9NANO-4G-WHITE,"Radeon R9 Nano","{'total': 4000000000}","{'cycles': 1000000000}",NULL,White,153,NULL
471,Asus,R9NANO-4GB,"Radeon R9 Nano","{'total': 4000000000}","{'cycles': 1000000000}",NULL,"Black / Red",152,NULL
472,Asus,RADEONVII-16G,"Radeon VII","{'total': 16000000000}","{'cycles': 1400000000}","{'cycles': 1750000000}",Silver,267,NULL
473,Asus,"ROG Ares II","Radeon HD 7990","{'total': 6000000000}","{'cycles': 1050000000}",NULL,"Black / Red",299,NULL
474,Asus,"ROG STRIX","Radeon RX VEGA 64","{'total': 8000000000}","{'cycles': 1247000000}","{'cycles': 1590000000}","Black / Red",298,NULL
475,Asus,"ROG STRIX","GeForce GTX 1080","{'total': 8000000000}","{'cycles': 1670000000}","{'cycles': 1835000000}",Black,298,NULL
476,Asus,"ROG STRIX","GeForce GTX 1070 Ti","{'total': 8000000000}","{'cycles': 1607000000}","{'cycles': 1721000000}",Black,298,NULL
477,Asus,"ROG STRIX","Radeon RX 580","{'total': 8000000000}","{'cycles': 1257000000}","{'cycles': 1380000000}",Black,298,NULL
478,Asus,"ROG STRIX","Radeon RX 460","{'total': 4000000000}","{'cycles': 1090000000}","{'cycles': 1220000000}",Black,194,NULL
479,Asus,"ROG STRIX","Radeon RX 480","{'total': 8000000000}","{'cycles': 1120000000}","{'cycles': 1286000000}",Black,298,NULL
480,Asus,"ROG STRIX","Radeon RX 480","{'total': 8000000000}","{'cycles': 1120000000}","{'cycles': 1330000000}",Black,298,NULL
481,Asus,"ROG STRIX","Radeon RX VEGA 56","{'total': 8000000000}","{'cycles': 1297000000}","{'cycles': 1573000000}",NULL,298,NULL
482,Asus,"ROG STRIX","GeForce GTX 1070 Ti","{'total': 8000000000}","{'cycles': 1607000000}","{'cycles': 1759000000}",Black,298,NULL
483,Asus,"ROG STRIX","Radeon RX 570","{'total': 4000000000}","{'cycles': 1168000000}","{'cycles': 1254000000}",Black,240,NULL
484,Asus,"ROG STRIX","Radeon RX 570","{'total': 4000000000}","{'cycles': 1168000000}","{'cycles': 1310000000}",Black,240,NULL
485,Asus,"ROG STRIX","GeForce GTX 1050","{'total': 2000000000}","{'cycles': 1442000000}","{'cycles': 1569000000}",Black,241,NULL
486,Asus,"ROG STRIX","GeForce GTX 1060 6GB","{'total': 6000000000}","{'cycles': 1506000000}","{'cycles': 1708000000}",Black,298,NULL
487,Asus,"ROG STRIX TOP","Radeon RX 580","{'total': 8000000000}","{'cycles': 1257000000}","{'cycles': 1431000000}",Black,298,NULL
488,Asus,"ROG STRIX-GTX1070-O8G-GAMING","GeForce GTX 1070","{'total': 8000000000}","{'cycles': 1632000000}","{'cycles': 1860000000}",Black,298,NULL
489,Asus,ROG-STRIX-GTX1080-O8G-11GBPS,"GeForce GTX 1080","{'total': 8000000000}","{'cycles': 1721000000}","{'cycles': 1860000000}",Black,298,NULL
490,Asus,ROG-STRIX-RX560-O4G-EVO-GAMING,"Radeon RX 560 - 896","{'total': 4000000000}","{'cycles': 1149000000}","{'cycles': 1197000000}",Black,194,NULL
491,Asus,RX480-8G,"Radeon RX 480","{'total': 8000000000}","{'cycles': 1120000000}","{'cycles': 1266000000}","Black / Red",240,NULL
492,Asus,RX550-2G,"Radeon RX 550 - 512","{'total': 2000000000}","{'cycles': 1100000000}","{'cycles': 1183000000}","Black / Red",182,NULL
493,Asus,RX550-4G,"Radeon RX 550 - 512","{'total': 4000000000}","{'cycles': 1100000000}","{'cycles': 1183000000}","Black / Red",182,NULL
494,Asus,RX560-4G,"Radeon RX 560 - 1024","{'total': 4000000000}","{'cycles': 1175000000}",NULL,"Black / Red",220,NULL
495,Asus,RX560-O4G-EVO,"Radeon RX 560 - 896","{'total': 4000000000}","{'cycles': 1149000000}","{'cycles': 1197000000}","Black / Red",220,NULL
496,Asus,RX5700-8G,"Radeon RX 5700","{'total': 8000000000}","{'cycles': 1465000000}","{'cycles': 1725000000}",Silver,270,NULL
497,Asus,RX5700XT-8G,"Radeon RX 5700 XT","{'total': 8000000000}","{'cycles': 1605000000}","{'cycles': 1905000000}",Silver,270,NULL
498,Asus,STRIKER-GTX760-P-4GD,"GeForce GTX 760","{'total': 4000000000}","{'cycles': 1085000000}","{'cycles': 1150000000}","Black / Red",287,NULL
499,Asus,STRIKER-GTX760-P-4GD5,"GeForce GTX 760","{'total': 4000000000}","{'cycles': 1085000000}","{'cycles': 1150000000}","Black / Red",287,NULL
500,Asus,STRIX,"Radeon RX 560 - 1024","{'total': 4000000000}","{'cycles': 1175000000}","{'cycles': 1336000000}",Black,194,NULL
501,Asus,STRIX,"GeForce GTX 780","{'total': 6000000000}","{'cycles': 889000000}","{'cycles': 941000000}","Black / Red",287,NULL
502,Asus,STRIX,"GeForce GTX 1080","{'total': 8000000000}","{'cycles': 1759000000}","{'cycles': 1936000000}",Black,298,NULL
503,Asus,STRIX,"GeForce GTX 980 Ti","{'total': 6000000000}","{'cycles': 1216000000}","{'cycles': 1317000000}","Black / Red",305,NULL
504,Asus,STRIX,"Radeon RX 580","{'total': 8000000000}","{'cycles': 1257000000}","{'cycles': 1360000000}",Black,298,NULL
505,Asus,STRIX,"GeForce GTX 1080","{'total': 8000000000}","{'cycles': 1607000000}","{'cycles': 1733000000}",Black,298,NULL
506,Asus,STRIX,"GeForce GTX 970","{'total': 4000000000}","{'cycles': 1114000000}","{'cycles': 1253000000}","Black / Red",280,NULL
507,Asus,STRIX,"GeForce GTX 1050 Ti","{'total': 4000000000}","{'cycles': 1379000000}","{'cycles': 1506000000}",Black,241,NULL
508,Asus,STRIX,"GeForce GTX 1060 6GB","{'total': 6000000000}","{'cycles': 1620000000}","{'cycles': 1873000000}",Black,298,NULL
509,Asus,STRIX,"Radeon R9 285","{'total': 2000000000}","{'cycles': 918000000}",NULL,"Black / Red",269,NULL
510,Asus,STRIX,"Radeon RX 470","{'total': 4000000000}","{'cycles': 926000000}","{'cycles': 1270000000}",Black,242,NULL
511,Asus,STRIX,"Radeon RX 560 - 1024","{'total': 4000000000}","{'cycles': 1175000000}","{'cycles': 1285000000}",Black,194,NULL
512,Asus,STRIX,"Radeon RX 470","{'total': 4000000000}","{'cycles': 926000000}","{'cycles': 1226000000}",Black,242,NULL
513,Asus,STRIX,"GeForce GTX 1070","{'total': 8000000000}","{'cycles': 1506000000}","{'cycles': 1721000000}",Black,298,NULL
514,Asus,STRIX,"Radeon R9 285","{'total': 2000000000}","{'cycles': 954000000}",NULL,"Black / Red",269,NULL
515,Asus,STRIX,"GeForce GTX 980","{'total': 4000000000}","{'cycles': 1178000000}","{'cycles': 1279000000}","Black / Red",289,NULL
516,Asus,STRIX,"Radeon R9 280","{'total': 3000000000}","{'cycles': 980000000}",NULL,"Black / Red",285,NULL
517,Asus,STRIX,"Radeon RX 460","{'total': 4000000000}","{'cycles': 1090000000}","{'cycles': 1220000000}",Black,194,NULL
518,Asus,STRIX,"GeForce GTX 750 Ti","{'total': 2000000000}","{'cycles': 1124000000}","{'cycles': 1202000000}","Black / Red",196,NULL
519,Asus,"STRIX AC ORIGINS","GeForce GTX 1080 Ti","{'total': 11000000000}","{'cycles': 1594000000}","{'cycles': 1708000000}",Brown,298,NULL
520,Asus,"STRIX Black Ops 4 Edition","GeForce RTX 2080 Ti","{'total': 11000000000}","{'cycles': 1350000000}","{'cycles': 1665000000}",Black,304.7,NULL
521,Asus,"STRIX GAMING","GeForce GTX 1650 SUPER","{'total': 4000000000}","{'cycles': 1530000000}","{'cycles': 1755000000}",Black,243,NULL
522,Asus,"STRIX GAMING","GeForce RTX 3090","{'total': 24000000000}","{'cycles': 1400000000}","{'cycles': 1725000000}",Black,318.5,NULL
523,Asus,"STRIX GAMING","GeForce RTX 3080","{'total': 10000000000}","{'cycles': 1440000000}","{'cycles': 1740000000}",Black,318.5,NULL
524,Asus,"STRIX GAMING","GeForce GTX 1660 Ti","{'total': 6000000000}","{'cycles': 1500000000}","{'cycles': 1800000000}",Black,301,NULL
525,Asus,"STRIX GAMING","Radeon RX 590","{'total': 8000000000}","{'cycles': 1469000000}","{'cycles': 1565000000}",Black,298,NULL
526,Asus,"STRIX GAMING","GeForce RTX 3070","{'total': 8000000000}","{'cycles': 1500000000}","{'cycles': 1755000000}",Black,318.5,NULL
527,Asus,"STRIX GAMING","GeForce RTX 2060","{'total': 6000000000}","{'cycles': 1365000000}","{'cycles': 1680000000}",Black,300,NULL
528,Asus,"STRIX GAMING","GeForce RTX 2080 SUPER","{'total': 8000000000}","{'cycles': 1650000000}","{'cycles': 1845000000}",Black,299.7,NULL
529,Asus,"STRIX GAMING","GeForce RTX 2070 SUPER","{'total': 8000000000}","{'cycles': 1635000000}","{'cycles': 1800000000}",Black,299.7,NULL
530,Asus,"STRIX GAMING","GeForce RTX 2070","{'total': 8000000000}","{'cycles': 1410000000}","{'cycles': 1650000000}",Black,300.5,NULL
531,Asus,"STRIX GAMING","GeForce RTX 2080 Ti","{'total': 11000000000}","{'cycles': 1350000000}","{'cycles': 1560000000}",Black,304.7,NULL
532,Asus,"STRIX GAMING","GeForce GTX 1650","{'total': 4000000000}","{'cycles': 1485000000}","{'cycles': 1695000000}",Black,242,NULL
533,Asus,"STRIX GAMING","GeForce RTX 2080","{'total': 8000000000}","{'cycles': 1515000000}",NULL,Black,299.7,NULL
534,Asus,"STRIX GAMING","GeForce GTX 1080 Ti","{'total': 11000000000}","{'cycles': 1569000000}","{'cycles': 1708000000}",Black,298,NULL
535,Asus,"STRIX GAMING","Radeon RX 470","{'total': 8000000000}","{'cycles': 926000000}","{'cycles': 1270000000}",Black,242,NULL
536,Asus,"STRIX GAMING","GeForce GTX 1080 Ti","{'total': 11000000000}","{'cycles': 1493000000}","{'cycles': 1632000000}",Black,298,NULL
537,Asus,"STRIX GAMING","GeForce GTX 1660 SUPER","{'total': 6000000000}","{'cycles': 1530000000}","{'cycles': 1815000000}","Black / Silver",243,NULL
538,Asus,"STRIX GAMING Advanced","GeForce GTX 1660 Ti","{'total': 6000000000}","{'cycles': 1500000000}","{'cycles': 1830000000}",Black,301,NULL
539,Asus,"STRIX GAMING Advanced","GeForce RTX 2070 SUPER","{'total': 8000000000}","{'cycles': 1635000000}","{'cycles': 1830000000}",Black,299.7,NULL
540,Asus,"STRIX GAMING Advanced","GeForce GTX 1660 SUPER","{'total': 6000000000}","{'cycles': 1530000000}","{'cycles': 1845000000}","Black / Silver",243,NULL
541,Asus,"STRIX GAMING Advanced","GeForce RTX 2080 Ti","{'total': 11000000000}","{'cycles': 1350000000}",NULL,Black,304.7,NULL
542,Asus,"STRIX GAMING Advanced","GeForce RTX 2080","{'total': 8000000000}","{'cycles': 1515000000}",NULL,Black,299.7,NULL
543,Asus,"STRIX GAMING Advanced","GeForce RTX 2070","{'total': 8000000000}","{'cycles': 1410000000}","{'cycles': 1680000000}",Black,300.5,NULL
544,Asus,"STRIX GAMING Advanced","GeForce RTX 2060 SUPER","{'total': 8000000000}","{'cycles': 1500000000}","{'cycles': 1710000000}",Black,301,NULL
545,Asus,"STRIX GAMING Advanced","GeForce GTX 1060 6GB","{'total': 6000000000}","{'cycles': 1518000000}","{'cycles': 1759000000}",Black,298,NULL
546,Asus,"STRIX GAMING Advanced","GeForce GTX 1650 SUPER","{'total': 4000000000}","{'cycles': 1530000000}","{'cycles': 1770000000}",Black,243,NULL
547,Asus,"STRIX GAMING Advanced","GeForce RTX 2060","{'total': 6000000000}","{'cycles': 1365000000}","{'cycles': 1759000000}",NULL,300,NULL
548,Asus,"STRIX GAMING Advanced","GeForce RTX 2080 SUPER","{'total': 8000000000}","{'cycles': 1650000000}","{'cycles': 1860000000}",Black,299.7,NULL
549,Asus,"STRIX GAMING Advanced OC","GeForce GTX 1650","{'total': 4000000000}","{'cycles': 1485000000}","{'cycles': 1710000000}",Black,242,NULL
550,Asus,"STRIX GAMING OC","GeForce RTX 2080 Ti","{'total': 11000000000}","{'cycles': 1350000000}","{'cycles': 1665000000}",Black,304.7,NULL
551,Asus,"STRIX GAMING OC","GeForce RTX 3080","{'total': 10000000000}","{'cycles': 1440000000}","{'cycles': 1935000000}",Black,318.5,NULL
552,Asus,"STRIX GAMING OC","Radeon RX 5500 XT","{'total': 8000000000}","{'cycles': 1607000000}","{'cycles': 1865000000}",Black,280,NULL
553,Asus,"STRIX GAMING OC","Radeon RX 570","{'total': 8000000000}","{'cycles': 1168000000}","{'cycles': 1310000000}",Black,240,NULL
554,Asus,"STRIX GAMING OC","Radeon RX 5600 XT","{'total': 6000000000}","{'cycles': 1247000000}","{'cycles': 1770000000}",Black,303.7,NULL
555,Asus,"STRIX GAMING OC","GeForce GTX 1650","{'total': 4000000000}","{'cycles': 1485000000}","{'cycles': 1860000000}",Black,242,NULL
556,Asus,"STRIX GAMING OC","GeForce RTX 2060 SUPER","{'total': 8000000000}","{'cycles': 1500000000}","{'cycles': 1860000000}",Black,301,NULL
557,Asus,"STRIX GAMING OC","GeForce RTX 3090","{'total': 24000000000}","{'cycles': 1400000000}","{'cycles': 1890000000}",Black,318.5,NULL
558,Asus,"STRIX GAMING OC","Radeon RX 5700","{'total': 8000000000}","{'cycles': 1610000000}","{'cycles': 1750000000}",Black,305,NULL
559,Asus,"STRIX GAMING OC","GeForce GTX 1660 Ti","{'total': 6000000000}","{'cycles': 1500000000}","{'cycles': 1890000000}",Black,301,NULL
560,Asus,"STRIX GAMING OC","GeForce RTX 2080 SUPER","{'total': 8000000000}","{'cycles': 1650000000}","{'cycles': 1890000000}",White,305,NULL
561,Asus,"STRIX GAMING OC","Radeon RX 5700 XT","{'total': 8000000000}","{'cycles': 1770000000}","{'cycles': 2035000000}",Black,305,NULL
562,Asus,"STRIX GAMING OC","GeForce GTX 1660 SUPER","{'total': 6000000000}","{'cycles': 1530000000}","{'cycles': 1875000000}","Black / Silver",243,NULL
563,Asus,"STRIX GAMING OC","GeForce RTX 2080","{'total': 8000000000}","{'cycles': 1515000000}","{'cycles': 1890000000}",NULL,297.7,NULL
564,Asus,"STRIX GAMING OC","GeForce RTX 2070 SUPER","{'total': 8000000000}","{'cycles': 1635000000}","{'cycles': 1935000000}",Black,299.7,NULL
565,Asus,"STRIX GAMING OC","GeForce RTX 2070","{'total': 8000000000}","{'cycles': 1410000000}","{'cycles': 1845000000}",Black,305,NULL
566,Asus,"STRIX GAMING OC","GeForce RTX 2060","{'total': 6000000000}","{'cycles': 1365000000}","{'cycles': 1860000000}",Black,300,NULL
567,Asus,"STRIX GAMING OC","GeForce GTX 1650 SUPER","{'total': 4000000000}","{'cycles': 1530000000}","{'cycles': 1815000000}",Black,243,NULL
568,Asus,"STRIX GAMING OC","GeForce RTX 2080 SUPER","{'total': 8000000000}","{'cycles': 1650000000}","{'cycles': 1890000000}",Black,299.7,NULL
569,Asus,"STRIX GAMING OC","GeForce RTX 2080 Ti","{'total': 11000000000}","{'cycles': 1350000000}","{'cycles': 1770000000}",White,305,NULL
570,Asus,"STRIX OC","GeForce GTX 1060 6GB","{'total': 6000000000}","{'cycles': 1569000000}","{'cycles': 1811000000}","Black / Red",218,NULL
571,Asus,"STRIX OC","Radeon RX 460","{'total': 4000000000}","{'cycles': 1090000000}","{'cycles': 1256000000}",Black,194,NULL
572,Asus,STRIX-GTX750TI-DC2OC-4GD5,"GeForce GTX 750 Ti","{'total': 4000000000}","{'cycles': 1124000000}","{'cycles': 1202000000}","Black / Red",196,NULL
573,Asus,STRIX-GTX950-DC2OC-2GD5-GAMING,"GeForce GTX 950","{'total': 2000000000}","{'cycles': 1024000000}","{'cycles': 1140000000}","Black / Red",218,NULL
574,Asus,STRIX-GTX950-DC2OC-2GD5-GAMING,"GeForce GTX 950","{'total': 2000000000}","{'cycles': 1165000000}","{'cycles': 1355000000}","Black / Red",221,NULL
575,Asus,STRIX-GTX960-DC2OC-2GD5,"GeForce GTX 960","{'total': 2000000000}","{'cycles': 1228000000}","{'cycles': 1291000000}",Black,215,NULL
576,Asus,STRIX-GTX960-DC2OC-4GD5,"GeForce GTX 960","{'total': 4000000000}","{'cycles': 1253000000}","{'cycles': 1317000000}","Black / Red",216,NULL
577,Asus,STRIX-GTX960-DCOC-4GD5,"GeForce GTX 960","{'total': 2000000000}","{'cycles': 1228000000}","{'cycles': 1317000000}","Black / Red",216,NULL
578,Asus,STRIX-GTX970-DC2-4GD5,"GeForce GTX 970","{'total': 4000000000}","{'cycles': 1051000000}","{'cycles': 1178000000}","Black / Red",280,NULL
579,Asus,STRIX-GTX980-DC2-4GD5,"GeForce GTX 980","{'total': 4000000000}","{'cycles': 1126000000}","{'cycles': 1216000000}","Black / Red",289,NULL
580,Asus,STRIX-GTX980TI-DC3-6GD5-GAMING,"GeForce GTX 980 Ti","{'total': 6000000000}","{'cycles': 1000000000}","{'cycles': 1075000000}","Black / Red",305,NULL
581,Asus,STRIX-R7370-DC2OC-2GD5-GAMING,"Radeon R7 370","{'total': 2000000000}","{'cycles': 1050000000}",NULL,"Black / Red",228,NULL
582,Asus,STRIX-R7370-DC2OC-4GD5-GAMING,"Radeon R7 370","{'total': 4000000000}","{'cycles': 1050000000}",NULL,"Black / Red",214,NULL
583,Asus,STRIX-R9380-DC2OC-2GD5-GAMING,"Radeon R9 380","{'total': 2000000000}","{'cycles': 990000000}",NULL,"Black / Red",271,NULL
584,Asus,STRIX-R9380-DC2OC-4G,"Radeon R9 380","{'total': 4000000000}","{'cycles': 990000000}",NULL,"Black / Red",271,NULL
585,Asus,STRIX-R9380-DC2OC-4GD5-GAMING,"Radeon R9 380","{'total': 4000000000}","{'cycles': 990000000}",NULL,"Black / Red",271,NULL
586,Asus,STRIX-R9380X-4G-GAMING,"Radeon R9 380X","{'total': 4000000000}","{'cycles': 970000000}",NULL,"Black / Red",271,NULL
587,Asus,STRIX-R9380X-OC4G-GAMING,"Radeon R9 380X","{'total': 4000000000}","{'cycles': 1030000000}",NULL,"Black / Red",271,NULL
