index,brand,model,chipset,vram,core_clock,boost_clock,color,length,price
588,Asus,STRIX-R9390-DC3OC-8GD5-GAMING,"Radeon R9 390","{'total': 8000000000}","{'cycles': 1050000000}",NULL,"Black / Red",300,NULL
589,Asus,STRIX-R9390X-DC3OC-8GD5-GAMING,"Radeon R9 390X","{'total': 8000000000}","{'cycles': 1070000000}",NULL,"Black / Red",300,NULL
590,Asus,STRIX-R9FURY-DC3-4G-GAMING,"Radeon R9 Fury","{'total': 4000000000}","{'cycles': 1000000000}","{'cycles': 1020000000}","Black / Red",300,NULL
591,Asus,TUF,"GeForce GTX 1660","{'total': 6000000000}","{'cycles': 1530000000}","{'cycles': 1815000000}","Black / Gray",205,NULL
592,Asus,TUF,"GeForce GTX 1660 Ti","{'total': 6000000000}","{'cycles': 1500000000}","{'cycles': 1800000000}","Black / Gray",205,NULL
593,Asus,"TUF GAMING","GeForce RTX 3090","{'total': 24000000000}","{'cycles': 1400000000}","{'cycles': 1725000000}",Black,299.9,NULL
594,Asus,"TUF GAMING","GeForce RTX 3080","{'total': 10000000000}","{'cycles': 1440000000}","{'cycles': 1740000000}",Black,299.9,NULL
595,Asus,"TUF GAMING","GeForce GTX 1650 SUPER","{'total': 4000000000}","{'cycles': 1530000000}","{'cycles': 1755000000}",Black,206,NULL
596,Asus,"TUF GAMING OC","GeForce RTX 3080","{'total': 10000000000}","{'cycles': 1440000000}",NULL,Black,299.9,NULL
597,Asus,"TUF GAMING OC","GeForce RTX 3090","{'total': 24000000000}","{'cycles': 1400000000}",NULL,Black,299.9,NULL
598,Asus,"TUF GAMING OC","GeForce GTX 1660","{'total': 6000000000}","{'cycles': 1530000000}","{'cycles': 1785000000}",Black,264,NULL
599,Asus,"TUF GAMING OC","GeForce GTX 1660 SUPER","{'total': 6000000000}","{'cycles': 1530000000}","{'cycles': 1845000000}",Black,206,NULL
600,Asus,"TUF GAMING OC","GeForce RTX 3070","{'total': 8000000000}","{'cycles': 1500000000}",NULL,Black,299.9,NULL
601,Asus,"TUF GAMING OC","GeForce GTX 1650 SUPER","{'total': 4000000000}","{'cycles': 1530000000}","{'cycles': 1800000000}",Black,205.74,NULL
602,Asus,"TUF Gaming X3 EVO OC","Radeon RX 5700 XT","{'total': 8000000000}","{'cycles': 1605000000}","{'cycles': 1980000000}",Black,282.6,NULL
603,Asus,"TUF Gaming X3 EVO OC","Radeon RX 5600 XT","{'total': 6000000000}","{'cycles': 1247000000}","{'cycles': 1770000000}","Black / Silver",282.6,NULL
604,Asus,"TUF Gaming X3 OC","Radeon RX 5700","{'total': 8000000000}","{'cycles': 1565000000}","{'cycles': 1750000000}",Black,269,NULL
605,Asus,"TUF Gaming X3 OC","Radeon RX 5700 XT","{'total': 8000000000}","{'cycles': 1650000000}","{'cycles': 1980000000}",Black,269,NULL
606,Asus,"TUF Gaming X3 OC","GeForce GTX 1660 SUPER","{'total': 6000000000}","{'cycles': 1530000000}",NULL,Black,264,NULL
607,Asus,"TUF OC","GeForce RTX 2060","{'total': 6000000000}","{'cycles': 1365000000}","{'cycles': 1740000000}","Black / Gray",204,NULL
608,Asus,"TUF OC","GeForce GTX 1660 Ti","{'total': 6000000000}","{'cycles': 1500000000}","{'cycles': 1830000000}","Black / Gray",205,NULL
609,Asus,"TUF OC","GeForce GTX 1660","{'total': 6000000000}","{'cycles': 1530000000}","{'cycles': 1845000000}","Black / Gray",205,NULL
610,Asus,TURBO-GTX1070-8G,"GeForce GTX 1070","{'total': 8000000000}","{'cycles': 1506000000}","{'cycles': 1683000000}","Black / Silver",267,NULL
611,Asus,TURBO-GTX960-OC-2GD5,"GeForce GTX 960","{'total': 2000000000}","{'cycles': 1190000000}","{'cycles': 1253000000}","White / Red",264,NULL
612,Asus,TURBO-GTX960-OC-4GD5,"GeForce GTX 960","{'total': 4000000000}","{'cycles': 1190000000}","{'cycles': 1253000000}","White / Red",264,NULL
613,Asus,TURBO-GTX970-OC-4GD5,"GeForce GTX 970","{'total': 4000000000}","{'cycles': 1088000000}","{'cycles': 1228000000}","White / Red",264,NULL
614,Asus,Turbo,"GeForce RTX 2080 Ti","{'total': 11000000000}","{'cycles': 1350000000}",NULL,Black,269,NULL
615,Asus,Turbo,"GeForce GTX 1060 6GB","{'total': 6000000000}","{'cycles': 1506000000}","{'cycles': 1708000000}",Black,267,NULL
616,Asus,Turbo,"GeForce RTX 2060","{'total': 6000000000}","{'cycles': 1365000000}","{'cycles': 1710000000}","Black / Silver",268,NULL
617,Asus,Turbo,"GeForce GTX 1080","{'total': 8000000000}","{'cycles': 1607000000}","{'cycles': 1733000000}","Black / Silver",267,NULL
618,Asus,Turbo,"GeForce GTX 1080 Ti","{'total': 11000000000}","{'cycles': 1480000000}","{'cycles': 1582000000}","Black / White",267,NULL
619,Asus,Turbo,"GeForce RTX 2080","{'total': 8000000000}","{'cycles': 1515000000}",NULL,Black,268,NULL
620,Asus,Turbo,"GeForce RTX 2070","{'total': 8000000000}","{'cycles': 1410000000}","{'cycles': 1650000000}","Black / Silver",268,NULL
621,Asus,Turbo,"GeForce GTX 1070 Ti","{'total': 8000000000}","{'cycles': 1607000000}","{'cycles': 1721000000}",NULL,267,NULL
622,Asus,"Turbo EVO","GeForce RTX 2060 SUPER","{'total': 8000000000}","{'cycles': 1500000000}","{'cycles': 1680000000}",Black,268,NULL
623,Asus,"Turbo EVO","GeForce RTX 2070","{'total': 8000000000}","{'cycles': 1410000000}","{'cycles': 1650000000}","Black / Silver",268,NULL
624,Asus,"Turbo EVO","GeForce RTX 2070 SUPER","{'total': 8000000000}","{'cycles': 1635000000}","{'cycles': 1800000000}",Black,268,NULL
625,Asus,"Turbo EVO","GeForce RTX 2080 SUPER","{'total': 8000000000}","{'cycles': 1650000000}","{'cycles': 1845000000}","Black / Silver",268,NULL
626,Asus,"Turbo EVO","GeForce RTX 2080","{'total': 8000000000}","{'cycles': 1515000000}","{'cycles': 1740000000}",Black,268,NULL
627,Asus,X9290-DC2T-4GD5,"Radeon R9 290X","{'total': 4000000000}","{'cycles': 772000000}","{'cycles': 1000000000}","Black / Red",275,NULL
628,BFG,BFGE94512GTE,"GeForce 9400 GT","{'total': 500000000}",NULL,NULL,"Blue / White",NULL,NULL
629,Biostar,V8502GT21,"GeForce 8500 GT","{'total': 250000000}","{'cycles': 450000000}",NULL,NULL,NULL,NULL
630,Biostar,VA4352NH56,"Radeon HD 4350","{'total': 500000000}","{'cycles': 600000000}",NULL,"Red / White",NULL,NULL
631,Biostar,VA5452NH56,"Radeon HD 5450","{'total': 500000000}","{'cycles': 650000000}",NULL,"Red / Silver",NULL,NULL
632,Biostar,VA5453NH56,"Radeon HD 5450","{'total': 500000000}","{'cycles': 550000000}",NULL,NULL,NULL,NULL
633,Biostar,VA5453NHG6,"Radeon HD 5450","{'total': 1000000000}","{'cycles': 550000000}",NULL,NULL,NULL,NULL
634,Biostar,VA5552NHG1,"Radeon HD 5550","{'total': 1000000000}",NULL,NULL,NULL,NULL,NULL
635,Biostar,VA5553NHG1,"Radeon HD 5550","{'total': 1000000000}","{'cycles': 650000000}",NULL,NULL,NULL,NULL
636,Biostar,VA5573NHG1,"Radeon HD 5570","{'total': 1000000000}","{'cycles': 650000000}",NULL,NULL,NULL,NULL
637,Biostar,VA5675NHG1,"Radeon HD 5670","{'total': 1000000000}","{'cycles': 775000000}",NULL,NULL,NULL,NULL
638,Biostar,VA5755NHG1,"Radeon HD 5750","{'total': 1000000000}","{'cycles': 700000000}",NULL,NULL,NULL,NULL
639,Biostar,VA5775NHG1,"Radeon HD 5770","{'total': 1000000000}","{'cycles': 850000000}",NULL,NULL,NULL,NULL
640,Biostar,VA6855NPG2,"Radeon HD 6850","{'total': 1000000000}","{'cycles': 775000000}",NULL,NULL,NULL,NULL
641,Biostar,VA6875NPG2,"Radeon HD 6870","{'total': 1000000000}","{'cycles': 900000000}",NULL,NULL,NULL,NULL
642,"Club 3D",'14,"Radeon R9 270","{'total': 2000000000}","{'cycles': 900000000}","{'cycles': 955000000}","Black / Red",210,NULL
643,"Club 3D",'14,"Radeon R9 270X","{'total': 2000000000}","{'cycles': 1000000000}","{'cycles': 1080000000}","Black / Red",210,NULL
644,"Club 3D",CGAX-4872DDO,"Radeon HD 4870","{'total': 500000000}","{'cycles': 800000000}",NULL,NULL,NULL,NULL
645,"Club 3D",CGAX-7758LM4,"Radeon HD 7750","{'total': 2000000000}","{'cycles': 800000000}",NULL,"Black / Red",167,NULL
646,"Club 3D",CGAX-7876XT,"Radeon HD 7870 XT","{'total': 2000000000}","{'cycles': 925000000}",NULL,"Black / Red",268,NULL
647,"Club 3D",CGAX-R9276,"Radeon R9 270","{'total': 2000000000}","{'cycles': 900000000}","{'cycles': 955000000}","Black / Red",210,NULL
648,"Club 3D",CGAX-R9FX8,"Radeon R9 Fury X","{'total': 4000000000}","{'cycles': 1050000000}",NULL,"Black / Red",195,NULL
649,"Club 3D",royalAce,"Radeon R9 290X","{'total': 4000000000}","{'cycles': 1050000000}",NULL,"Black / Red",308,NULL
650,"Club 3D",royalAce,"Radeon R9 290","{'total': 4000000000}","{'cycles': 1040000000}",NULL,"Black / Red",308,NULL
651,"Club 3D",royalKing,"Radeon R9 280X","{'total': 3000000000}","{'cycles': 1050000000}","{'cycles': 1100000000}","Black / Red",266,NULL
652,"Club 3D",royalKing,"Radeon R9 270X","{'total': 2000000000}","{'cycles': 1030000000}","{'cycles': 1080000000}","Black / Red",210,NULL
653,"Club 3D",royalKing,"Radeon R7 260X","{'total': 2000000000}",NULL,"{'cycles': 1160000000}","Black / Red",223,NULL
654,"Club 3D",royalKing,"Radeon R9 290","{'total': 4000000000}","{'cycles': 975000000}",NULL,Black,270,NULL
655,"Club 3D",royalKing,"Radeon R9 280","{'total': 3000000000}","{'cycles': 827000000}","{'cycles': 960000000}","Black / Red",NULL,NULL
656,"Club 3D",royalKing,"Radeon R7 260X","{'total': 2000000000}","{'cycles': 1050000000}","{'cycles': 1160000000}","Black / Red",223,NULL
657,"Club 3D",royalQueen,"Radeon HD 7970","{'total': 3000000000}","{'cycles': 925000000}","{'cycles': 975000000}","Black / Red",268,NULL
658,"Club 3D",royalQueen,"Radeon R9 270X","{'total': 2000000000}","{'cycles': 1000000000}","{'cycles': 1080000000}",Black,211,NULL
659,"Club 3D",royalQueen,"Radeon R7 265","{'total': 2000000000}",NULL,"{'cycles': 925000000}","Black / Red",198,NULL
660,"Club 3D",royalQueen,"Radeon HD 7750","{'total': 1000000000}","{'cycles': 800000000}",NULL,"Black / Purple",198,NULL
661,"Club 3D",royalQueen,"Radeon R9 280X","{'total': 3000000000}","{'cycles': 850000000}","{'cycles': 1000000000}","Black / Red",266,NULL
662,"Club 3D","royalQueen OC","Radeon R9 390","{'total': 8000000000}","{'cycles': 1010000000}",NULL,"Black / Red",NULL,NULL
663,"Club 3D","royalQueen OC","Radeon R9 380","{'total': 4000000000}","{'cycles': 980000000}",NULL,"Black / Red",207,NULL
664,Colorful,"iGame GTX1080Ti Vulcan X OC","GeForce GTX 1080 Ti","{'total': 11000000000}","{'cycles': 1480000000}","{'cycles': 1733000000}",Black,317,NULL
665,Corsair,CB-9060010-WW,"GeForce GTX 1080","{'total': 8000000000}","{'cycles': 1607000000}","{'cycles': 1847000000}","Black / Silver",270,NULL
666,Corsair,CB-9060011-WW,"GeForce GTX 1080 Ti","{'total': 11000000000}","{'cycles': 1569000000}","{'cycles': 1683000000}","Black / Gray",269,NULL
667,Dell,469-4186,"Quadro K600","{'total': 1000000000}","{'cycles': 876000000}",NULL,"Black / Green",160,NULL
668,Diamond,5450PE31G,"Radeon HD 5450","{'total': 1000000000}","{'cycles': 650000000}",NULL,"Red / Silver",152,NULL
669,Diamond,5450PE512,"Radeon HD 5450","{'total': 500000000}","{'cycles': 650000000}",NULL,"Red / Silver",NULL,NULL
670,Diamond,5550PE31G,"Radeon HD 5550","{'total': 1000000000}","{'cycles': 550000000}",NULL,"Black / Blue",170,NULL
671,Diamond,5570PE31G,"Radeon HD 5570","{'total': 1000000000}","{'cycles': 650000000}",NULL,NULL,170,NULL
672,Diamond,5670PE51G,"Radeon HD 5670","{'total': 1000000000}","{'cycles': 775000000}",NULL,"Black / Blue",182,NULL
673,Diamond,5750PE51G,"Radeon HD 5750","{'total': 1000000000}","{'cycles': 700000000}",NULL,NULL,NULL,NULL
674,Diamond,5750PE51GSB,"Radeon HD 5750","{'total': 1000000000}","{'cycles': 700000000}",NULL,"Black / Red",NULL,NULL
675,Diamond,5770PE51G,"Radeon HD 5770","{'total': 1000000000}","{'cycles': 850000000}",NULL,NULL,NULL,NULL
676,Diamond,5770PE51GSB,"Radeon HD 5770","{'total': 1000000000}","{'cycles': 850000000}",NULL,"Black / Red",NULL,NULL
677,Diamond,5830PE51G,"Radeon HD 5830","{'total': 1000000000}","{'cycles': 825000000}",NULL,"Black / Red",NULL,NULL
678,Diamond,5850PE51G,"Radeon HD 5850","{'total': 1000000000}","{'cycles': 725000000}",NULL,NULL,NULL,NULL
679,Diamond,5870PE51G,"Radeon HD 5870","{'total': 1000000000}","{'cycles': 850000000}",NULL,"Black / Red",NULL,NULL
680,Diamond,5870PE52G,"Radeon HD 5870","{'total': 2000000000}","{'cycles': 850000000}",NULL,"Black / Red",NULL,NULL
681,Diamond,6450PE31G,"Radeon HD 6450","{'total': 1000000000}","{'cycles': 625000000}",NULL,"Red / Silver",NULL,NULL
682,Diamond,6450PE31GSS,"Radeon HD 6450","{'total': 1000000000}","{'cycles': 625000000}",NULL,Red,NULL,NULL
683,Diamond,6570PE31G,"Radeon HD 6570","{'total': 1000000000}","{'cycles': 650000000}",NULL,"Black / Red",NULL,NULL
684,Diamond,6570PE32G,"Radeon HD 6570","{'total': 2000000000}","{'cycles': 650000000}",NULL,"Black / Red",147,NULL
685,Diamond,6670PE32G,"Radeon HD 6670","{'total': 2000000000}","{'cycles': 800000000}",NULL,"Black / Red",152,NULL
686,Diamond,6670PE51G,"Radeon HD 6670","{'total': 1000000000}","{'cycles': 800000000}",NULL,"Black / Red",NULL,NULL
687,Diamond,6670PE51GV2,"Radeon HD 6670","{'total': 1000000000}","{'cycles': 800000000}",NULL,"Black / Blue",162,NULL
688,Diamond,6750PE51GSB,"Radeon HD 6750","{'total': 1000000000}","{'cycles': 700000000}",NULL,"Black / Green",215,NULL
689,Diamond,6770PE51GB,"Radeon HD 6770","{'total': 1000000000}","{'cycles': 850000000}",NULL,"Black / Red",220,NULL
690,Diamond,6770PE51GE,"Radeon HD 6770","{'total': 1000000000}","{'cycles': 850000000}",NULL,"Black / Red",NULL,NULL
691,Diamond,6850PE51G,"Radeon HD 6850","{'total': 1000000000}","{'cycles': 775000000}",NULL,NULL,NULL,NULL
692,Diamond,6870PE51G,"Radeon HD 6870","{'total': 1000000000}","{'cycles': 900000000}",NULL,NULL,NULL,NULL
693,Diamond,6870PE51GB,"Radeon HD 6870","{'total': 1000000000}","{'cycles': 900000000}",NULL,NULL,248,NULL
694,Diamond,6870PE51GV2,"Radeon HD 6870","{'total': 1000000000}","{'cycles': 900000000}",NULL,"Black / Blue",248,NULL
695,Diamond,6950PE51G,"Radeon HD 6950","{'total': 1000000000}","{'cycles': 800000000}",NULL,"Black / Red",271,NULL
696,Diamond,6950PE52G,"Radeon HD 6950","{'total': 2000000000}","{'cycles': 800000000}",NULL,"Black / Red",271,NULL
697,Diamond,6950PE52GB,"Radeon HD 6950","{'total': 2000000000}","{'cycles': 800000000}",NULL,NULL,271,NULL
698,Diamond,6970PE52G,"Radeon HD 6970","{'total': 2000000000}","{'cycles': 880000000}",NULL,"Black / Red",271,NULL
699,Diamond,6990PE54G,"Radeon HD 6990","{'total': 4000000000}","{'cycles': 830000000}",NULL,"Black / Red",NULL,NULL
700,Diamond,7750PE51G,"Radeon HD 7750","{'total': 1000000000}","{'cycles': 800000000}",NULL,"Black / Blue",223,NULL
701,Diamond,7750PE51GLP,"Radeon HD 7750","{'total': 1000000000}","{'cycles': 800000000}",NULL,"Black / Silver",223,NULL
702,Diamond,7750PE51GV,"Radeon HD 7750","{'total': 1000000000}","{'cycles': 800000000}",NULL,"Black / Red",162,NULL
703,Diamond,7770PE51G,"Radeon HD 7770","{'total': 1000000000}","{'cycles': 1000000000}",NULL,"Black / Blue",223,NULL
704,Diamond,7770PE51GV,"Radeon HD 7770 GHz Edition","{'total': 1000000000}","{'cycles': 1000000000}",NULL,"Black / Red",162,NULL
705,Diamond,7850PE52G,"Radeon HD 7850","{'total': 2000000000}","{'cycles': 860000000}",NULL,"Black / Red",203,NULL
706,Diamond,7850PE52GV,"Radeon HD 7850","{'total': 2000000000}","{'cycles': 860000000}",NULL,"Black / Red",208,NULL
707,Diamond,7850PE52GV2,"Radeon HD 7850","{'total': 2000000000}","{'cycles': 860000000}",NULL,"Black / Blue",220,NULL
708,Diamond,7870PE52G,"Radeon HD 7870","{'total': 2000000000}","{'cycles': 1000000000}",NULL,"Black / Red",248,NULL
709,Diamond,7870PE52GV,"Radeon HD 7870 GHz Edition","{'total': 2000000000}","{'cycles': 1000000000}",NULL,"Black / Red",208,NULL
710,Diamond,7970PE53G,"Radeon HD 7970","{'total': 3000000000}","{'cycles': 925000000}",NULL,"Black / Red",294,NULL
711,Diamond,7970PE53GDD,"Radeon HD 7970","{'total': 3000000000}","{'cycles': 1025000000}",NULL,"Black / Red",294,NULL
712,Diamond,A4870PE5512,"Radeon HD 4870","{'total': 500000000}","{'cycles': 750000000}",NULL,NULL,NULL,NULL
713,Diamond,A4890PE51G,"Radeon HD 4890","{'total': 1000000000}","{'cycles': 850000000}",NULL,NULL,NULL,NULL
714,Diamond,A5970PE52G,"Radeon HD 5970","{'total': 2000000000}","{'cycles': 725000000}",NULL,NULL,NULL,NULL
715,Diamond,R5230D31G,"Radeon R5 230","{'total': 1000000000}","{'cycles': 625000000}",NULL,"Black / Blue",170,NULL
716,Diamond,R7240D32G,"Radeon R7 240","{'total': 2000000000}","{'cycles': 730000000}",NULL,"Black / Blue",170,NULL
717,Diamond,R7240D32GXOC,"Radeon R7 240","{'total': 2000000000}","{'cycles': 730000000}","{'cycles': 780000000}","Black / Blue",170,NULL
718,Diamond,R7240D51GXOC,"Radeon R7 240","{'total': 1000000000}","{'cycles': 780000000}",NULL,"Black / Silver",167,NULL
719,Diamond,R7250D51G,"Radeon R7 250","{'total': 1000000000}","{'cycles': 1000000000}",NULL,"Black / Blue",170,NULL
720,Diamond,R7250D51GXOC,"Radeon R7 250","{'total': 1000000000}","{'cycles': 1000000000}","{'cycles': 1050000000}","Black / Blue",170,NULL
721,Diamond,R9270XD52GXOC,"Radeon R9 270X","{'total': 2000000000}","{'cycles': 1030000000}","{'cycles': 1080000000}","Black / Red",220,NULL
722,Diamond,R9270XD52GXOCV2,"Radeon R9 270X","{'total': 2000000000}","{'cycles': 1000000000}","{'cycles': 1050000000}","Black / Red",261,NULL
723,Diamond,R9280XD53G,"Radeon R9 280X","{'total': 3000000000}","{'cycles': 850000000}",NULL,"Black / Red",309,NULL
724,Diamond,R9280XD53GX2C,"Radeon R9 280X","{'total': 3000000000}","{'cycles': 850000000}","{'cycles': 1000000000}","Black / Red",309,NULL
725,Diamond,R9280XD53GXOC,"Radeon R9 280X","{'total': 3000000000}","{'cycles': 850000000}","{'cycles': 1000000000}","Black / Red",309,NULL
726,Diamond,R9290D54G,"Radeon R9 290","{'total': 4000000000}","{'cycles': 947000000}",NULL,"Black / Red",274,NULL
727,Diamond,R9290D54GV2,"Radeon R9 290","{'total': 4000000000}","{'cycles': 947000000}",NULL,"Black / Blue",309,NULL
728,Diamond,R9290XD54G,"Radeon R9 290X","{'total': 4000000000}","{'cycles': 947000000}",NULL,"Black / Red",274,NULL
729,Diamond,R9290XD54GV2,"Radeon R9 290X","{'total': 4000000000}","{'cycles': 1000000000}",NULL,"Black / Blue",309,NULL
730,Diamond,R9295X2D58G,"Radeon R9 295X2","{'total': 8000000000}","{'cycles': 1018000000}",NULL,"Black / Silver",309,NULL
731,Diamond,RX480D58G,"Radeon RX 480","{'total': 8000000000}","{'cycles': 1120000000}","{'cycles': 1266000000}","Black / Red",255,NULL
732,Diamond,RX580D58G,"Radeon RX 580","{'total': 8000000000}","{'cycles': 1340000000}","{'cycles': 1340000000}","Black / Red",266.7,NULL
733,ECS,EGT640A-2GR3-YBF(v1.0),"GeForce GT 640","{'total': 2000000000}","{'cycles': 930000000}",NULL,NULL,NULL,NULL
734,ECS,GT610C-1GR3-QFT(v1.0),"GeForce GT 610","{'total': 1000000000}","{'cycles': 810000000}",NULL,"Black / Blue",NULL,NULL
735,ECS,GT620C-1GR3-QFT,"GeForce GT 620","{'total': 1000000000}","{'cycles': 700000000}",NULL,"Black / Blue",NULL,NULL
736,ECS,GT620C-2GR3-QFT,"GeForce GT 620","{'total': 2000000000}","{'cycles': 700000000}",NULL,"Black / Blue",NULL,NULL
737,ECS,GT630A-1GR3-QFT,"GeForce GT 630","{'total': 1000000000}","{'cycles': 810000000}",NULL,NULL,NULL,NULL
738,ECS,GTX650TI-1GR5-YFM,"GeForce GTX 650 Ti","{'total': 1000000000}","{'cycles': 928000000}",NULL,"Black / Silver",160,NULL
739,ECS,N8400GSC-1GQS-F,"GeForce 8400 GS","{'total': 1000000000}","{'cycles': 520000000}",NULL,NULL,NULL,NULL
740,ECS,N9500GTC-1GQS-F,"GeForce 9500 GT","{'total': 1000000000}",NULL,NULL,"Black / Silver",NULL,NULL
741,ECS,NBGTS450-1GPI-F,"GeForce GTS 450","{'total': 1000000000}","{'cycles': 850000000}",NULL,NULL,215.9,NULL
742,ECS,NBGTX460-1GPI-F,"GeForce GTX 460","{'total': 1000000000}","{'cycles': 765000000}",NULL,NULL,NULL,NULL
743,ECS,NBGTX560-1GPI-F,"GeForce GTX 560","{'total': 1000000000}","{'cycles': 870000000}",NULL,"Black / Green",NULL,NULL
744,ECS,NGT430C-1GQM-F2,"GeForce GT 430","{'total': 1000000000}","{'cycles': 700000000}",NULL,"Black / Blue",NULL,NULL
745,ECS,NGT430C-1GQR-F,"GeForce GT 430","{'total': 1000000000}","{'cycles': 700000000}",NULL,"Black / Silver",NULL,NULL
746,ECS,NGT430C-2GQK-F,"GeForce GT 430","{'total': 2000000000}","{'cycles': 700000000}",NULL,NULL,NULL,NULL
747,ECS,NGT430C-2GQKL-F,"GeForce GT 430","{'total': 2000000000}","{'cycles': 700000000}",NULL,NULL,NULL,NULL
748,ECS,NGT440-1GQI-F,"GeForce GT 440","{'total': 1000000000}","{'cycles': 810000000}",NULL,"Black / Blue",NULL,NULL
749,ECS,NGT440-1GQR-F2,"GeForce GT 440","{'total': 1000000000}","{'cycles': 810000000}",NULL,"Black / Blue",NULL,NULL
750,ECS,NGT440-2GQM-F,"GeForce GT 440","{'total': 2000000000}","{'cycles': 810000000}",NULL,NULL,NULL,NULL
751,ECS,NGT440-512QI-F,"GeForce GT 440","{'total': 500000000}","{'cycles': 810000000}",NULL,NULL,NULL,NULL
752,ECS,NGT440-512QI-F1,"GeForce GT 440","{'total': 500000000}","{'cycles': 810000000}",NULL,"Black / Blue",NULL,NULL
753,ECS,NGT520C-1GQM-F2,"GeForce GT 520","{'total': 1000000000}","{'cycles': 810000000}",NULL,"Black / Blue",NULL,NULL
754,ECS,NGT520C-2GQK-F,"GeForce GT 520","{'total': 2000000000}","{'cycles': 810000000}",NULL,NULL,NULL,NULL
755,ECS,NGTS450-1GPI-F,"GeForce GTS 450","{'total': 1000000000}","{'cycles': 783000000}",NULL,Black,NULL,NULL
756,ECS,NGTS450-1GPI-F1,"GeForce GTS 450","{'total': 1000000000}","{'cycles': 783000000}",NULL,NULL,NULL,NULL
757,ECS,NGTS450-1GPL-F,"GeForce GTS 450","{'total': 1000000000}","{'cycles': 783000000}",NULL,"Black / Green",NULL,NULL
758,ECS,NGTX460-1GPI-F,"GeForce GTX 460","{'total': 1000000000}","{'cycles': 675000000}",NULL,NULL,NULL,NULL
759,ECS,NGTX460-1GPI-F1,"GeForce GTX 460","{'total': 1000000000}","{'cycles': 675000000}",NULL,NULL,NULL,NULL
760,ECS,NGTX550TI-1GPLI-F1,"GeForce GTX 550 Ti","{'total': 1000000000}","{'cycles': 900000000}",NULL,"Black / Blue",NULL,NULL
761,ECS,NGTX560-1GPI-F,"GeForce GTX 560","{'total': 1000000000}","{'cycles': 810000000}",NULL,NULL,NULL,NULL
762,ECS,NGTX560-1GPI-F1,"GeForce GTX 560","{'total': 1000000000}","{'cycles': 810000000}",NULL,Black,NULL,NULL
763,ECS,NGTX560SE-1GPLI-F,"GeForce GTX 560 SE","{'total': 1000000000}","{'cycles': 736000000}",NULL,"Black / Blue",NULL,NULL
764,ECS,NGTX560TI-1GPI-F,"GeForce GTX 560 Ti","{'total': 1000000000}",NULL,NULL,NULL,NULL,NULL
765,ECS,NGTX560TI-1GPI-F1,"GeForce GTX 560 Ti","{'total': 1000000000}","{'cycles': 820000000}",NULL,NULL,NULL,NULL
766,ECS,NGTX570-1280PI-F,"GeForce GTX 570","{'total': 1250000000}","{'cycles': 732000000}",NULL,NULL,NULL,NULL
767,ECS,NGTX570-1280UI-F,"GeForce GTX 570","{'total': 1250000000}","{'cycles': 732000000}",NULL,NULL,NULL,NULL
768,ECS,NGTX580-1536PI-F,"GeForce GTX 580","{'total': 1500000000}","{'cycles': 772000000}",NULL,"Black / Green",NULL,NULL
769,ECS,NS8400GS2C-512SS-H,"GeForce 8400 GS","{'total': 500000000}","{'cycles': 567000000}",NULL,NULL,NULL,NULL
770,ECS,NS8400GSC-1GQS-H,"GeForce 8400 GS","{'total': 1000000000}",NULL,NULL,NULL,NULL,NULL
771,ECS,PGTX680AX-2GR5-WF(V1.0),"GeForce GTX 680","{'total': 2000000000}","{'cycles': 1006000000}",NULL,"Black / Red",NULL,NULL
772,EVGA,012-P3-1470-AR,"GeForce GTX 470","{'total': 1250000000}","{'cycles': 607000000}",NULL,"Black / Red",241,NULL
773,EVGA,012-P3-1472-AR,"GeForce GTX 470","{'total': 1250000000}","{'cycles': 625000000}",NULL,"Black / Red",241,NULL
774,EVGA,012-P3-1475-AR,"GeForce GTX 470","{'total': 1250000000}",NULL,NULL,"Black / Red",241,NULL
775,EVGA,012-P3-1570-AR,"GeForce GTX 570","{'total': 1250000000}","{'cycles': 732000000}",NULL,"Black / Red",266,NULL
776,EVGA,012-P3-1571-AR,"GeForce GTX 570","{'total': 1250000000}","{'cycles': 732000000}",NULL,"Black / Red",228,NULL
777,EVGA,012-P3-1571-KR,"GeForce GTX 570","{'total': 1250000000}","{'cycles': 732000000}",NULL,"Black / Red",228,NULL
778,EVGA,012-P3-1572-AR,"GeForce GTX 570","{'total': 1250000000}","{'cycles': 797000000}",NULL,"Black / Red",266,NULL
779,EVGA,012-P3-1572-TR,"GeForce GTX 570","{'total': 1250000000}","{'cycles': 797000000}",NULL,"Black / Red",266,NULL
780,EVGA,012-P3-1573-AR,"GeForce GTX 570","{'total': 1250000000}","{'cycles': 797000000}",NULL,"Black / Red",228,NULL
781,EVGA,012-P3-1573-KR,"GeForce GTX 570","{'total': 1250000000}","{'cycles': 797000000}",NULL,"Black / Red",228,NULL
782,EVGA,012-P3-1576-KR,"GeForce GTX 570","{'total': 1250000000}","{'cycles': 797000000}",NULL,NULL,266,NULL
783,EVGA,012-P3-1577-KR,"GeForce GTX 570","{'total': 1250000000}","{'cycles': 732000000}",NULL,NULL,228,NULL
784,EVGA,012-P3-1578-AR,"GeForce GTX 570","{'total': 1250000000}","{'cycles': 822000000}",NULL,"Black / Red",266,NULL
785,EVGA,012-P3-2066-KR,"GeForce GTX 560 Ti 448","{'total': 1250000000}","{'cycles': 797000000}",NULL,"Black / Yellow",228,NULL
